series_id,night,event,step,timestamp
03d92c9f6f8a,1,wakeup,13524,2018-06-01T06:47:00-0400
03d92c9f6f8a,2,onset,23220,2018-06-01T20:15:00-0400
03d92c9f6f8a,2,wakeup,30276,2018-06-02T06:03:00-0400
03d92c9f6f8a,3,onset,40668,2018-06-02T20:29:00-0400
03d92c9f6f8a,3,wakeup,47952,2018-06-03T06:36:00-0400
03d92c9f6f8a,4,onset,,
03d92c9f6f8a,4,wakeup,,
03d92c9f6f8a,5,onset,75756,2018-06-04T21:13:00-0400
03d92c9f6f8a,5,wakeup,82800,2018-06-05T07:00:00-0400
03d92c9f6f8a,6,onset,,
03d92c9f6f8a,6,wakeup,,
03d92c9f6f8a,7,onset,,
03d92c9f6f8a,7,wakeup,,
03d92c9f6f8a,8,onset,,
03d92c9f6f8a,8,wakeup,,
03d92c9f6f8a,9,onset,,
03d92c9f6f8a,9,wakeup,,
03d92c9f6f8a,10,onset,,
03d92c9f6f8a,10,wakeup,,
03d92c9f6f8a,11,onset,178464,2018-06-10T19:52:00-0400
03d92c9f6f8a,11,wakeup,186564,2018-06-11T07:07:00-0400
03d92c9f6f8a,12,onset,196260,2018-06-11T20:35:00-0400
03d92c9f6f8a,12,wakeup,203844,2018-06-12T07:07:00-0400
03d92c9f6f8a,13,onset,,
03d92c9f6f8a,13,wakeup,,
03d92c9f6f8a,14,onset,230820,2018-06-13T20:35:00-0400
03d92c9f6f8a,14,wakeup,241872,2018-06-14T11:56:00-0400
03d92c9f6f8a,15,onset,248124,2018-06-14T20:37:00-0400
03d92c9f6f8a,15,wakeup,255060,2018-06-15T06:15:00-0400
03d92c9f6f8a,16,onset,,
03d92c9f6f8a,16,wakeup,,
03d92c9f6f8a,17,onset,,
03d92c9f6f8a,17,wakeup,,
03d92c9f6f8a,18,onset,,
03d92c9f6f8a,18,wakeup,,
03d92c9f6f8a,19,onset,,
03d92c9f6f8a,19,wakeup,,
03d92c9f6f8a,20,onset,,
03d92c9f6f8a,20,wakeup,,
03d92c9f6f8a,21,onset,,
03d92c9f6f8a,21,wakeup,,
03d92c9f6f8a,22,onset,,
03d92c9f6f8a,22,wakeup,,
03d92c9f6f8a,23,onset,,
03d92c9f6f8a,23,wakeup,,
03d92c9f6f8a,24,onset,,
03d92c9f6f8a,24,wakeup,,
03d92c9f6f8a,25,onset,,
03d92c9f6f8a,25,wakeup,,
03d92c9f6f8a,26,onset,,
03d92c9f6f8a,26,wakeup,,
03d92c9f6f8a,27,onset,,
03d92c9f6f8a,27,wakeup,,
03d92c9f6f8a,28,onset,,
03d92c9f6f8a,28,wakeup,,
03d92c9f6f8a,29,onset,,
03d92c9f6f8a,29,wakeup,,
03d92c9f6f8a,30,onset,,
03d92c9f6f8a,30,wakeup,,
03d92c9f6f8a,31,onset,,
03d92c9f6f8a,31,wakeup,,
03d92c9f6f8a,32,onset,,
03d92c9f6f8a,32,wakeup,,
03d92c9f6f8a,33,onset,,
03d92c9f6f8a,33,wakeup,,
03d92c9f6f8a,34,onset,,
03d92c9f6f8a,34,wakeup,,
03d92c9f6f8a,35,onset,,
03d92c9f6f8a,35,wakeup,,
03d92c9f6f8a,36,onset,,
03d92c9f6f8a,36,wakeup,,
03d92c9f6f8a,37,onset,,
03d92c9f6f8a,37,wakeup,,
0402a003dae9,1,onset,8364,2018-12-19T00:22:00-0500
0402a003dae9,1,wakeup,12948,2018-12-19T06:44:00-0500
0402a003dae9,2,onset,24396,2018-12-19T22:38:00-0500
0402a003dae9,2,wakeup,29964,2018-12-20T06:22:00-0500
0402a003dae9,3,onset,,
0402a003dae9,3,wakeup,,
0402a003dae9,4,onset,,
0402a003dae9,4,wakeup,,
0402a003dae9,5,onset,,
0402a003dae9,5,wakeup,,
0402a003dae9,6,onset,94032,2018-12-23T23:21:00-0500
0402a003dae9,6,wakeup,96180,2018-12-24T02:20:00-0500
0402a003dae9,7,onset,112992,2018-12-25T01:41:00-0500
0402a003dae9,7,wakeup,116364,2018-12-25T06:22:00-0500
0402a003dae9,8,onset,128268,2018-12-25T22:54:00-0500
0402a003dae9,8,wakeup,134004,2018-12-26T06:52:00-0500
0402a003dae9,9,onset,143436,2018-12-26T19:58:00-0500
0402a003dae9,9,wakeup,147504,2018-12-27T01:37:00-0500
0402a003dae9,10,onset,162420,2018-12-27T22:20:00-0500
0402a003dae9,10,wakeup,168252,2018-12-28T06:26:00-0500
0402a003dae9,11,onset,179880,2018-12-28T22:35:00-0500
0402a003dae9,11,wakeup,185892,2018-12-29T06:56:00-0500
0402a003dae9,12,onset,196632,2018-12-29T21:51:00-0500
0402a003dae9,12,wakeup,204864,2018-12-30T09:17:00-0500
0402a003dae9,13,onset,214752,2018-12-30T23:01:00-0500
0402a003dae9,13,wakeup,220500,2018-12-31T07:00:00-0500
0402a003dae9,14,onset,233976,2019-01-01T01:43:00-0500
0402a003dae9,14,wakeup,238404,2019-01-01T07:52:00-0500
0402a003dae9,15,onset,248712,2019-01-01T22:11:00-0500
0402a003dae9,15,wakeup,253620,2019-01-02T05:00:00-0500
0402a003dae9,16,onset,267948,2019-01-03T00:54:00-0500
0402a003dae9,16,wakeup,272868,2019-01-03T07:44:00-0500
0402a003dae9,17,onset,284388,2019-01-03T23:44:00-0500
0402a003dae9,17,wakeup,291444,2019-01-04T09:32:00-0500
0402a003dae9,18,onset,306576,2019-01-05T06:33:00-0500
0402a003dae9,18,wakeup,309372,2019-01-05T10:26:00-0500
0402a003dae9,19,onset,,
0402a003dae9,19,wakeup,,
0402a003dae9,20,onset,338328,2019-01-07T02:39:00-0500
0402a003dae9,20,wakeup,343212,2019-01-07T09:26:00-0500
0402a003dae9,21,onset,356052,2019-01-08T03:16:00-0500
0402a003dae9,21,wakeup,358956,2019-01-08T07:18:00-0500
0402a003dae9,22,onset,375060,2019-01-09T05:40:00-0500
0402a003dae9,22,wakeup,376920,2019-01-09T08:15:00-0500
0402a003dae9,23,onset,,
0402a003dae9,23,wakeup,,
0402a003dae9,24,onset,,
0402a003dae9,24,wakeup,,
04f547b8017d,1,onset,,
04f547b8017d,1,wakeup,,
04f547b8017d,2,onset,23484,2018-11-29T20:37:00-0500
04f547b8017d,2,wakeup,30804,2018-11-30T06:47:00-0500
04f547b8017d,3,onset,40092,2018-11-30T19:41:00-0500
04f547b8017d,3,wakeup,45492,2018-12-01T03:11:00-0500
04f547b8017d,4,onset,,
04f547b8017d,4,wakeup,,
04f547b8017d,5,onset,75348,2018-12-02T20:39:00-0500
04f547b8017d,5,wakeup,82404,2018-12-03T06:27:00-0500
04f547b8017d,6,onset,92892,2018-12-03T21:01:00-0500
04f547b8017d,6,wakeup,99672,2018-12-04T06:26:00-0500
04f547b8017d,7,onset,110244,2018-12-04T21:07:00-0500
04f547b8017d,7,wakeup,117540,2018-12-05T07:15:00-0500
04f547b8017d,8,onset,127752,2018-12-05T21:26:00-0500
04f547b8017d,8,wakeup,134328,2018-12-06T06:34:00-0500
04f547b8017d,9,onset,145500,2018-12-06T22:05:00-0500
04f547b8017d,9,wakeup,151680,2018-12-07T06:40:00-0500
04f547b8017d,10,onset,162672,2018-12-07T21:56:00-0500
04f547b8017d,10,wakeup,170184,2018-12-08T08:22:00-0500
04f547b8017d,11,onset,179316,2018-12-08T21:03:00-0500
04f547b8017d,11,wakeup,186876,2018-12-09T07:33:00-0500
04f547b8017d,12,onset,195912,2018-12-09T20:06:00-0500
04f547b8017d,12,wakeup,204252,2018-12-10T07:41:00-0500
04f547b8017d,13,onset,214464,2018-12-10T21:52:00-0500
04f547b8017d,13,wakeup,220536,2018-12-11T06:18:00-0500
04f547b8017d,14,onset,231300,2018-12-11T21:15:00-0500
04f547b8017d,14,wakeup,239124,2018-12-12T08:07:00-0500
04f547b8017d,15,onset,249252,2018-12-12T22:11:00-0500
04f547b8017d,15,wakeup,256260,2018-12-13T07:55:00-0500
04f547b8017d,16,onset,265944,2018-12-13T21:22:00-0500
04f547b8017d,16,wakeup,273564,2018-12-14T07:57:00-0500
04f547b8017d,17,onset,,
04f547b8017d,17,wakeup,,
04f547b8017d,18,onset,300456,2018-12-15T21:18:00-0500
04f547b8017d,18,wakeup,308568,2018-12-16T08:34:00-0500
04f547b8017d,19,onset,318096,2018-12-16T21:48:00-0500
04f547b8017d,19,wakeup,325656,2018-12-17T08:18:00-0500
04f547b8017d,20,onset,,
04f547b8017d,20,wakeup,,
04f547b8017d,21,onset,352608,2018-12-18T21:44:00-0500
04f547b8017d,21,wakeup,360180,2018-12-19T08:15:00-0500
04f547b8017d,22,onset,370692,2018-12-19T22:51:00-0500
04f547b8017d,22,wakeup,377412,2018-12-20T08:11:00-0500
04f547b8017d,23,onset,,
04f547b8017d,23,wakeup,,
04f547b8017d,24,onset,404616,2018-12-21T21:58:00-0500
04f547b8017d,24,wakeup,411828,2018-12-22T07:59:00-0500
04f547b8017d,25,onset,421656,2018-12-22T21:38:00-0500
04f547b8017d,25,wakeup,429264,2018-12-23T08:12:00-0500
04f547b8017d,26,onset,438336,2018-12-23T20:48:00-0500
04f547b8017d,26,wakeup,446400,2018-12-24T08:00:00-0500
04f547b8017d,27,onset,,
04f547b8017d,27,wakeup,,
04f547b8017d,28,onset,,
04f547b8017d,28,wakeup,,
04f547b8017d,29,onset,,
04f547b8017d,29,wakeup,,
04f547b8017d,30,onset,,
04f547b8017d,30,wakeup,,
04f547b8017d,31,onset,,
04f547b8017d,31,wakeup,,
04f547b8017d,32,onset,,
04f547b8017d,32,wakeup,,
04f547b8017d,33,onset,,
04f547b8017d,33,wakeup,,
04f547b8017d,34,onset,,
04f547b8017d,34,wakeup,,
04f547b8017d,35,onset,,
04f547b8017d,35,wakeup,,
04f547b8017d,36,onset,,
04f547b8017d,36,wakeup,,
04f547b8017d,37,onset,,
04f547b8017d,37,wakeup,,
05e1944c3818,1,onset,,
05e1944c3818,1,wakeup,,
05e1944c3818,2,onset,20520,2018-11-17T22:30:00-0500
05e1944c3818,2,wakeup,27360,2018-11-18T08:00:00-0500
05e1944c3818,3,onset,38328,2018-11-18T23:14:00-0500
05e1944c3818,3,wakeup,45408,2018-11-19T09:04:00-0500
05e1944c3818,4,onset,55332,2018-11-19T22:51:00-0500
05e1944c3818,4,wakeup,61272,2018-11-20T07:06:00-0500
05e1944c3818,5,onset,74292,2018-11-21T01:11:00-0500
05e1944c3818,5,wakeup,78480,2018-11-21T07:00:00-0500
05e1944c3818,6,onset,90756,2018-11-22T00:03:00-0500
05e1944c3818,6,wakeup,95760,2018-11-22T07:00:00-0500
05e1944c3818,7,onset,107136,2018-11-22T22:48:00-0500
05e1944c3818,7,wakeup,113220,2018-11-23T07:15:00-0500
05e1944c3818,8,onset,123900,2018-11-23T22:05:00-0500
05e1944c3818,8,wakeup,131352,2018-11-24T08:26:00-0500
062cae666e2a,1,onset,5412,2019-02-02T00:16:00-0500
062cae666e2a,1,wakeup,13620,2019-02-02T11:40:00-0500
062cae666e2a,2,onset,22812,2019-02-03T00:26:00-0500
062cae666e2a,2,wakeup,28656,2019-02-03T08:33:00-0500
062cae666e2a,3,onset,,
062cae666e2a,3,wakeup,,
062cae666e2a,4,onset,,
062cae666e2a,4,wakeup,,
062cae666e2a,5,onset,,
062cae666e2a,5,wakeup,,
062cae666e2a,6,onset,,
062cae666e2a,6,wakeup,,
062cae666e2a,7,onset,,
062cae666e2a,7,wakeup,,
062cae666e2a,8,onset,,
062cae666e2a,8,wakeup,,
062cae666e2a,9,onset,,
062cae666e2a,9,wakeup,,
062cae666e2a,10,onset,,
062cae666e2a,10,wakeup,,
062cae666e2a,11,onset,,
062cae666e2a,11,wakeup,,
062cae666e2a,12,onset,,
062cae666e2a,12,wakeup,,
062cae666e2a,13,onset,211848,2019-02-13T22:59:00-0500
062cae666e2a,13,wakeup,217788,2019-02-14T07:14:00-0500
062cae666e2a,14,onset,,
062cae666e2a,14,wakeup,,
062cae666e2a,15,onset,,
062cae666e2a,15,wakeup,,
062cae666e2a,16,onset,,
062cae666e2a,16,wakeup,,
062cae666e2a,17,onset,,
062cae666e2a,17,wakeup,,
062cae666e2a,18,onset,,
062cae666e2a,18,wakeup,,
062cae666e2a,19,onset,,
062cae666e2a,19,wakeup,,
062cae666e2a,20,onset,,
062cae666e2a,20,wakeup,,
062cae666e2a,21,onset,,
062cae666e2a,21,wakeup,,
062cae666e2a,22,onset,,
062cae666e2a,22,wakeup,,
062cae666e2a,23,onset,,
062cae666e2a,23,wakeup,,
062cae666e2a,24,onset,,
062cae666e2a,24,wakeup,,
062cae666e2a,25,onset,,
062cae666e2a,25,wakeup,,
062cae666e2a,26,onset,,
062cae666e2a,26,wakeup,,
062dbd4c95e6,1,onset,7872,2018-08-22T23:11:00-0400
062dbd4c95e6,1,wakeup,14484,2018-08-23T08:22:00-0400
062dbd4c95e6,2,onset,,
062dbd4c95e6,2,wakeup,,
062dbd4c95e6,3,onset,,
062dbd4c95e6,3,wakeup,,
062dbd4c95e6,4,onset,60720,2018-08-26T00:35:00-0400
062dbd4c95e6,4,wakeup,68400,2018-08-26T11:15:00-0400
062dbd4c95e6,5,onset,77304,2018-08-26T23:37:00-0400
062dbd4c95e6,5,wakeup,83292,2018-08-27T07:56:00-0400
062dbd4c95e6,6,onset,94716,2018-08-27T23:48:00-0400
062dbd4c95e6,6,wakeup,101976,2018-08-28T09:53:00-0400
062dbd4c95e6,7,onset,,
062dbd4c95e6,7,wakeup,,
062dbd4c95e6,8,onset,,
062dbd4c95e6,8,wakeup,,
062dbd4c95e6,9,onset,146520,2018-08-30T23:45:00-0400
062dbd4c95e6,9,wakeup,153576,2018-08-31T09:33:00-0400
062dbd4c95e6,10,onset,163500,2018-08-31T23:20:00-0400
062dbd4c95e6,10,wakeup,170244,2018-09-01T08:42:00-0400
062dbd4c95e6,11,onset,181452,2018-09-02T00:16:00-0400
062dbd4c95e6,11,wakeup,187644,2018-09-02T08:52:00-0400
062dbd4c95e6,12,onset,,
062dbd4c95e6,12,wakeup,,
062dbd4c95e6,13,onset,,
062dbd4c95e6,13,wakeup,,
062dbd4c95e6,14,onset,230892,2018-09-04T20:56:00-0400
062dbd4c95e6,14,wakeup,239532,2018-09-05T08:56:00-0400
062dbd4c95e6,15,onset,250848,2018-09-06T00:39:00-0400
062dbd4c95e6,15,wakeup,256224,2018-09-06T08:07:00-0400
062dbd4c95e6,16,onset,,
062dbd4c95e6,16,wakeup,,
062dbd4c95e6,17,onset,,
062dbd4c95e6,17,wakeup,,
062dbd4c95e6,18,onset,,
062dbd4c95e6,18,wakeup,,
062dbd4c95e6,19,onset,,
062dbd4c95e6,19,wakeup,,
062dbd4c95e6,20,onset,335916,2018-09-10T22:48:00-0400
062dbd4c95e6,20,wakeup,343164,2018-09-11T08:52:00-0400
062dbd4c95e6,21,onset,,
062dbd4c95e6,21,wakeup,,
062dbd4c95e6,22,onset,,
062dbd4c95e6,22,wakeup,,
062dbd4c95e6,23,onset,,
062dbd4c95e6,23,wakeup,,
062dbd4c95e6,24,onset,405540,2018-09-14T23:30:00-0400
062dbd4c95e6,24,wakeup,412416,2018-09-15T09:03:00-0400
062dbd4c95e6,25,onset,423240,2018-09-16T00:05:00-0400
062dbd4c95e6,25,wakeup,429924,2018-09-16T09:22:00-0400
062dbd4c95e6,26,onset,439812,2018-09-16T23:06:00-0400
062dbd4c95e6,26,wakeup,447384,2018-09-17T09:37:00-0400
062dbd4c95e6,27,onset,457284,2018-09-17T23:22:00-0400
062dbd4c95e6,27,wakeup,464244,2018-09-18T09:02:00-0400
062dbd4c95e6,28,onset,,
062dbd4c95e6,28,wakeup,,
062dbd4c95e6,29,onset,,
062dbd4c95e6,29,wakeup,,
062dbd4c95e6,30,onset,,
062dbd4c95e6,30,wakeup,,
062dbd4c95e6,31,onset,,
062dbd4c95e6,31,wakeup,,
062dbd4c95e6,32,onset,,
062dbd4c95e6,32,wakeup,,
062dbd4c95e6,33,onset,,
062dbd4c95e6,33,wakeup,,
062dbd4c95e6,34,onset,,
062dbd4c95e6,34,wakeup,,
062dbd4c95e6,35,onset,,
062dbd4c95e6,35,wakeup,,
062dbd4c95e6,36,onset,,
062dbd4c95e6,36,wakeup,,
062dbd4c95e6,37,onset,,
062dbd4c95e6,37,wakeup,,
062dbd4c95e6,38,onset,,
062dbd4c95e6,38,wakeup,,
062dbd4c95e6,39,onset,,
062dbd4c95e6,39,wakeup,,
062dbd4c95e6,40,onset,,
062dbd4c95e6,40,wakeup,,
062dbd4c95e6,41,onset,,
062dbd4c95e6,41,wakeup,,
062dbd4c95e6,42,onset,,
062dbd4c95e6,42,wakeup,,
062dbd4c95e6,43,onset,,
062dbd4c95e6,43,wakeup,,
062dbd4c95e6,44,onset,,
062dbd4c95e6,44,wakeup,,
08db4255286f,1,onset,11988,2018-11-06T02:39:00-0400
08db4255286f,1,wakeup,14388,2018-11-06T05:59:00-0400
08db4255286f,2,onset,28680,2018-11-07T01:50:00-0400
08db4255286f,2,wakeup,31320,2018-11-07T05:30:00-0400
08db4255286f,3,onset,44184,2018-11-07T23:22:00-0400
08db4255286f,3,wakeup,49128,2018-11-08T06:14:00-0400
08db4255286f,4,onset,60336,2018-11-08T21:48:00-0400
08db4255286f,4,wakeup,66324,2018-11-09T06:07:00-0400
08db4255286f,5,onset,79152,2018-11-09T23:56:00-0400
08db4255286f,5,wakeup,85272,2018-11-10T08:26:00-0400
08db4255286f,6,onset,98820,2018-11-11T02:15:00-0500
08db4255286f,6,wakeup,104076,2018-11-11T09:33:00-0500
08db4255286f,7,onset,114204,2018-11-11T23:37:00-0500
08db4255286f,7,wakeup,118836,2018-11-12T06:03:00-0500
08db4255286f,8,onset,130560,2018-11-12T22:20:00-0500
08db4255286f,8,wakeup,136260,2018-11-13T06:15:00-0500
08db4255286f,9,onset,147492,2018-11-13T21:51:00-0500
08db4255286f,9,wakeup,153360,2018-11-14T06:00:00-0500
08db4255286f,10,onset,166176,2018-11-14T23:48:00-0500
08db4255286f,10,wakeup,170712,2018-11-15T06:06:00-0500
08db4255286f,11,onset,182556,2018-11-15T22:33:00-0500
08db4255286f,11,wakeup,190872,2018-11-16T10:06:00-0500
08db4255286f,12,onset,203556,2018-11-17T03:43:00-0500
08db4255286f,12,wakeup,206724,2018-11-17T08:07:00-0500
08db4255286f,13,onset,219240,2018-11-18T01:30:00-0500
08db4255286f,13,wakeup,226392,2018-11-18T11:26:00-0500
08db4255286f,14,onset,238812,2018-11-19T04:41:00-0500
08db4255286f,14,wakeup,243852,2018-11-19T11:41:00-0500
08db4255286f,15,onset,254088,2018-11-20T01:54:00-0500
08db4255286f,15,wakeup,257076,2018-11-20T06:03:00-0500
08db4255286f,16,onset,269796,2018-11-20T23:43:00-0500
08db4255286f,16,wakeup,273948,2018-11-21T05:29:00-0500
08db4255286f,17,onset,286800,2018-11-21T23:20:00-0500
08db4255286f,17,wakeup,291624,2018-11-22T06:02:00-0500
08db4255286f,18,onset,304188,2018-11-22T23:29:00-0500
08db4255286f,18,wakeup,310452,2018-11-23T08:11:00-0500
08db4255286f,19,onset,323520,2018-11-24T02:20:00-0500
08db4255286f,19,wakeup,330120,2018-11-24T11:30:00-0500
08db4255286f,20,onset,340848,2018-11-25T02:24:00-0500
08db4255286f,20,wakeup,342384,2018-11-25T04:32:00-0500
08db4255286f,21,onset,357492,2018-11-26T01:31:00-0500
08db4255286f,21,wakeup,360792,2018-11-26T06:06:00-0500
08db4255286f,22,onset,373176,2018-11-26T23:18:00-0500
08db4255286f,22,wakeup,377820,2018-11-27T05:45:00-0500
08db4255286f,23,onset,391116,2018-11-28T00:13:00-0500
08db4255286f,23,wakeup,399960,2018-11-28T12:30:00-0500
08db4255286f,24,onset,412956,2018-11-29T06:33:00-0500
08db4255286f,24,wakeup,417180,2018-11-29T12:25:00-0500
08db4255286f,25,onset,429552,2018-11-30T05:36:00-0500
08db4255286f,25,wakeup,435324,2018-11-30T13:37:00-0500
0a96f4993bd7,1,onset,8256,2018-05-03T21:58:00-0400
0a96f4993bd7,1,wakeup,15024,2018-05-04T07:22:00-0400
0a96f4993bd7,2,onset,26460,2018-05-04T23:15:00-0400
0a96f4993bd7,2,wakeup,33972,2018-05-05T09:41:00-0400
0a96f4993bd7,3,onset,45156,2018-05-06T01:13:00-0400
0a96f4993bd7,3,wakeup,51336,2018-05-06T09:48:00-0400
0a96f4993bd7,4,onset,60816,2018-05-06T22:58:00-0400
0a96f4993bd7,4,wakeup,67176,2018-05-07T07:48:00-0400
0a96f4993bd7,5,onset,77100,2018-05-07T21:35:00-0400
0a96f4993bd7,5,wakeup,83964,2018-05-08T07:07:00-0400
0a96f4993bd7,6,onset,94764,2018-05-08T22:07:00-0400
0a96f4993bd7,6,wakeup,100980,2018-05-09T06:45:00-0400
0a96f4993bd7,7,onset,112044,2018-05-09T22:07:00-0400
0a96f4993bd7,7,wakeup,118752,2018-05-10T07:26:00-0400
0a96f4993bd7,8,onset,129588,2018-05-10T22:29:00-0400
0a96f4993bd7,8,wakeup,135972,2018-05-11T07:21:00-0400
0a96f4993bd7,9,onset,148092,2018-05-12T00:11:00-0400
0a96f4993bd7,9,wakeup,155412,2018-05-12T10:21:00-0400
0a96f4993bd7,10,onset,167196,2018-05-13T02:43:00-0400
0a96f4993bd7,10,wakeup,172392,2018-05-13T09:56:00-0400
0a96f4993bd7,11,onset,182556,2018-05-14T00:03:00-0400
0a96f4993bd7,11,wakeup,188268,2018-05-14T07:59:00-0400
0a96f4993bd7,12,onset,198804,2018-05-14T22:37:00-0400
0a96f4993bd7,12,wakeup,205596,2018-05-15T08:03:00-0400
0a96f4993bd7,13,onset,215676,2018-05-15T22:03:00-0400
0a96f4993bd7,13,wakeup,222660,2018-05-16T07:45:00-0400
0a96f4993bd7,14,onset,232464,2018-05-16T21:22:00-0400
0a96f4993bd7,14,wakeup,239712,2018-05-17T07:26:00-0400
0a96f4993bd7,15,onset,249612,2018-05-17T21:11:00-0400
0a96f4993bd7,15,wakeup,256260,2018-05-18T06:25:00-0400
0cd1e3d0ed95,1,onset,5484,2017-12-08T22:37:00-0500
0cd1e3d0ed95,1,wakeup,9432,2017-12-09T04:06:00-0500
0cd1e3d0ed95,2,onset,23616,2017-12-09T23:48:00-0500
0cd1e3d0ed95,2,wakeup,29520,2017-12-10T08:00:00-0500
0cd1e3d0ed95,3,onset,37836,2017-12-10T19:33:00-0500
0cd1e3d0ed95,3,wakeup,45024,2017-12-11T05:32:00-0500
0cd1e3d0ed95,4,onset,56736,2017-12-11T21:48:00-0500
0cd1e3d0ed95,4,wakeup,63024,2017-12-12T06:32:00-0500
0cd1e3d0ed95,5,onset,74688,2017-12-12T22:44:00-0500
0cd1e3d0ed95,5,wakeup,80448,2017-12-13T06:44:00-0500
0cd1e3d0ed95,6,onset,,
0cd1e3d0ed95,6,wakeup,,
0cd1e3d0ed95,7,onset,,
0cd1e3d0ed95,7,wakeup,,
0cd1e3d0ed95,8,onset,,
0cd1e3d0ed95,8,wakeup,,
0cd1e3d0ed95,9,onset,,
0cd1e3d0ed95,9,wakeup,,
0cd1e3d0ed95,10,onset,,
0cd1e3d0ed95,10,wakeup,,
0cd1e3d0ed95,11,onset,,
0cd1e3d0ed95,11,wakeup,,
0cd1e3d0ed95,12,onset,,
0cd1e3d0ed95,12,wakeup,,
0cd1e3d0ed95,13,onset,212124,2017-12-20T21:37:00-0500
0cd1e3d0ed95,13,wakeup,218772,2017-12-21T06:51:00-0500
0cd1e3d0ed95,14,onset,,
0cd1e3d0ed95,14,wakeup,,
0cd1e3d0ed95,15,onset,,
0cd1e3d0ed95,15,wakeup,,
0cd1e3d0ed95,16,onset,,
0cd1e3d0ed95,16,wakeup,,
0cd1e3d0ed95,17,onset,,
0cd1e3d0ed95,17,wakeup,,
0cd1e3d0ed95,18,onset,,
0cd1e3d0ed95,18,wakeup,,
0cd1e3d0ed95,19,onset,,
0cd1e3d0ed95,19,wakeup,,
0cd1e3d0ed95,20,onset,,
0cd1e3d0ed95,20,wakeup,,
0cd1e3d0ed95,21,onset,,
0cd1e3d0ed95,21,wakeup,,
0ce74d6d2106,1,onset,4812,2017-08-21T23:11:00-0400
0ce74d6d2106,1,wakeup,10344,2017-08-22T06:52:00-0400
0ce74d6d2106,2,onset,22356,2017-08-22T23:33:00-0400
0ce74d6d2106,2,wakeup,28296,2017-08-23T07:48:00-0400
0ce74d6d2106,3,onset,39228,2017-08-23T22:59:00-0400
0ce74d6d2106,3,wakeup,45576,2017-08-24T07:48:00-0400
0ce74d6d2106,4,onset,56604,2017-08-24T23:07:00-0400
0ce74d6d2106,4,wakeup,62412,2017-08-25T07:11:00-0400
0ce74d6d2106,5,onset,74076,2017-08-25T23:23:00-0400
0ce74d6d2106,5,wakeup,78924,2017-08-26T06:07:00-0400
0ce74d6d2106,6,onset,89724,2017-08-26T21:07:00-0400
0ce74d6d2106,6,wakeup,96612,2017-08-27T06:41:00-0400
0ce74d6d2106,7,onset,108000,2017-08-27T22:30:00-0400
0ce74d6d2106,7,wakeup,114564,2017-08-28T07:37:00-0400
